BrandName,BrandCode,pH,EC,TDS,Ca,Mg,Hard,HCO3,Cl,Na,F,K,NO3,SO4,As,Potability
MurreeSparkletts,BWB-115,7.90,324,186,36,12,140,150,14,14,0.211,1.186,2.03,10,0.8,1
Verbena,BWB-116,7.65,342,196,38,10,140,50,62,18,0.49,0.8,0.947,21,2.0,1
Venora,BWB-117,7.82,314,173,20,12,100,40,60,25,0.211,1.186,2.19,34,2.0,1
Aqua Stream,BWB-118,7.44,463,255,44,17,180,170,20,23,0.49,0.8,3.4,21,2.0,1
OPAL+,BWB-119,6.86,321,177,24,5,80,100,21,41,0.10,1.7,1.7,35,2.0,1
Calci Dew,BWC-01,6.75,297,163,32,10,120,90,28,15,0.10,0.8,1.6,15,2.0,1
Drink It,BWC-02,6.50,226,124,28,12.378,70,45,36,19,0.14,0.5,0.6,16,2.0,1
SOLONEY,BWC-03,6.50,368,202,40,7,130,70,60,26,0.211,0.5,1.1,33,2.0,1
MARWAWater,BWC-04,6.50,238,208,40,12,150,70,72,21,0.11,0.3,0.4,26,2.0,1
Ripple Water,BWC-05,6.75,394,217,40,19,180,70,65,11,0.14,0.9,1.2,32,2.0,1
Hydro Plus,BWC,6.985,6.55,367,202,32,12,130,65,60,27,1.186,0.6,1.1,32,1
HyderMineralwater,BWC-07,6.52,358,197,32,12,130,50,60,25,0.10,0.7,1.7,33,2.0,1
TWS Water,BWC-08,6.86,372,205,40,7,130,70,55,27,0.10,0.6,1.2,31,2.0,1
Elim,BWC-09,6.52,269,148,20,7,80,60,40,24,0.08,0.7,2.4,13,2.0,1
Aqua Stream,BWC-10,6.65,370,204,48,7,150,130,24,21,0.13,1.0,3.0,17,2.0,1
Venora,BWC-11,6.78,534,294,60,15,210,220,20,25,0.28,1.3,3.5,24,2.0,1
Al-Mena,BWC-12,6.55,394,217,40,17,170,50,75,10,0.12,0.8,1.1,28,2.0,1
Aqua Green,BWC-13,6.62,298,164,40,5,120,70,44,18,0.10,0.2,0.9,20,2.0,1
OPAL+,BWC-14,6.52,380,209,40,12,150,120,18,22,0.15,2.7,2.3,36,2.0,1
IMMA,BWC-15,7.35,354,195,24,17,130,80,48,28,0.14,0.3,0.2,34,0.2,1
Knals,BWC-16,7.20,236,130,36,2,100,40,36,5,0.21,4.3,0.9,24,0.2,1
Soft Water,BWC-17,6.86,243,134,24,12,110,70,40,13,0.15,0.0,0.3,25.989,0.2,1
Fresco,BWC-18,6.98,236,130,28,2,80,40,38,19,0.14,0.0,0.0,26,2,1
FAIHA,BWC-19,7.02,338,186,32,17,150,60,55,9,0.09,0.3,0.0,35,0.5,1
Purific,BWC-20,6.85,350,193,28,22,160,90,40,11,0.12,0.5,0.3,32,1,1
Oxford PureWater,BWC-21,6.90,440,242,36,17,160,100,60,29,0.16,0.5,0.5,40,1.5,1
Ness Pak,BWC-22,7.45,345,190,20,24,150,90,55,16,0.15,3.2,0.0,13,0.5,1
Hi-Fresh,BWC-23,7.38,223,123,12,10,70,55,20,18,0.22,0.0,0.3,28,0.2,1
MASHKIZA,BWC-24,6.55,290,160,32,5,100,60,40,19,0.21,1.4,1.2,24,0.2,1
BROOK,BWC-25,6.52,239,131,24,5,80,50,45,21,0.24,0.0,0.1,15,0.3,1
Safa MarwaMakkahWater,BWC-26,7.15,386,212,24,5,80,90,48,48,0.18,1.0,0.6,33,0.4,1
Freshin,BWC-27,6.75,336,185,40,10,140,60,66,14,0.14,0.0,0.0,19,3.5,1
KOYO,BWC-28,7.55,472,260,28,7,100,180,30,62,0.12,1.5,0.0,18,1,0
ACQUA Blue,BWC-29,7.15,336,171,36,12,140,40,70,12,0.211,0.2,0.0,22,1.3,1
MashmoomAqua,BWC-30,7.38,472,232,60,7,180,170,10,15,0.12,1.2,2.7,18,2.0,1
NFS,BWC-31,6.75,311,200,16,10,80,70,50,48,0.13,2.9,3.9,29,0.3,1
Hensley,BWC-32,6.62,422,151,36,5,110,40,55,12,0.08,0.2,0.4,24,0.4,1
SERAC,BWC-33,6.5,364,89,33.41,7,30,30,28,26,0.211,0.5,0.0,17,1,1
THANDANI,BWC-34,6.5,274,141,12,17,100,40,50,14,0.211,1.0,0.3,20,1,1
McWay,BWC-35,6.68,161,215,24,19,140,80,72,26,0.11,0.0,0.6,17,0.5,0
ATLANTIS,BWC-36,6.5,256,161,32,5,100,40,68,23,0.14,1.1,0.2,17,2.0,1
CHENAB,BWC-37,6.05,390,219,20,24,150,70,80,25,0.13,1.1,2.3,20,3,0
Nation,BWC-38,7.05,293,163,32,12.378,80,70,40,34,0.08,1.0,0.0,24,5.4,1
Share It,BWC-39,6.55,398,191,32,2,90,60,62,34,0.16,2.0,1.6,20,2.5,1
Pure Nature,BWC-40,7.55,296,185,28,5,90,110,24,37,0.16,2.4,0.0,27,26,0
SuperNatural,BWC-41,6.85,348,54,8,12.378,20,20,12,12,0.211,1.7,0.5,11,3.5,1
Pak Aqua,BWC-42,6.5,336,404,80,36,350,180,144,13,0.211,0.9,0.9,25.989,2,1
Aqua Blox,BWC-43,6.50,236,130,12,10,70,40,36,21,0.211,2.0,0.4,25,1,1
OXI,BWC-44,6.5,390,215,36,2,100,80,52,37,0.211,1.3,0.6,26,1,1
Nestle,BWC-45,6.86,416,229,40,15,160,100,60,18,0.211,1.1,0.0,28,2.0,1
AquaHygienic,BWC-46,6.85,306,168,40,7,130,70,55,15,0.12,0.7,0.0,12,2.0,1
AquaFina,BWC-47,6.55,230,127,8,12,70,50,20,19,0.09,1.7,0.0,33,2.0,1
Chiltan Aqua,BWC-48,6.5,382,210,32,17,150,80,72,9,0.211,1.1,0.0,25.989,2.0,1
Iceland,BWC-49,6.55,251,138,20,12,100,50,35,13,0.211,0.0,0.0,32,2.0,1
dasani,BWC-50,6.55,267,147,12,22,120,110,16,11,0.12,0.8,0.0,10,2.0,1
JEL,BWC-51,6.5,214,118,24,7,90,40,24,8,0.11,0.2,1.8,25,2.0,1
NEO,BWC-52,6.58,266,146,32,12,130,40,40,23.008,0.13,0.2,2.0,27,0.2,1
Marina Pure,BWC-53,7.60,412,227,68,2,180,150,12,13,0.17,1.1,3.0,20,2.0,1
TOP UP,BWC-54,7.40,398,219,48,15,180,120,24,9,0.11,1.4,5.0,28,0.2,1
Aqua PureSmart,BWC-55,6.85,422,232,44,17,180,70,88,13,0.12,0.0,0.3,23,0.3,1
NEBRASKA,BWC-56,6.85,498,274,60,17,220,80,88,11,0.13,0.0,0.5,38,0.2,1
AquaminPlus,BWC-57,6.85,318,175,28,12,120,65,44,16,0.211,0.3,0.6,26,0.3,1
Aqua Dore,BWC-58,6.55,366,201,32,17,150,65,60,11,0.16,1.1,0.0,29,0.2,0
AquaticFresh,BWC-59,6.55,368,202,28,22,160,50,70,9,0.211,1.3,0.0,28,0.2,1
OXY,BWC-60,7.30,303,167,34,9,120,60,40,16,0.16,0.8,3.7,27,0.3,0
NaturalAqwah,BWC-61,7.17,354,195,32,15,140,45,60,16,0.07,1.0,4.0,26,0.2,1
Wah Water,BWC-62,7.17,299,164,32,7,110,45,40,16,0.10,1.0,4.0,28,0.2,1
Aqua Splash,BWC-63,6.76,304,167,40,10,140,80,40,8,0.18,0.6,5.0,7,0.2,1
MoyaMineralWater,BWC-64,6.95,370,204,40,17,170,40,86,6,0.13,1.4,5.0,16,0.2,1
AB-e-Khyber,BWC-65,7.15,283,156,40,2,110,50,25,14,0.10,1.0,4.5,27,0.2,1
BRETHE,BWC-66,6.80,333,183,40,12,150,55,60,13,0.18,0.6,0.5,32,0.2,1
CrystalSprings,BWC-67,7.05,482,265,28,22,160,110,65,29,0.211,1.6,0.0,41,0.3,1
AFRA,BWC-68,6.58,342,188,48,10,160,50,55,4,0.211,3.5,2.7,36,2.0,1
MAA JEE,BWC-69,6.50,325,179,20,19,130,50,55,19,0.211,2.4,3.0,33,2.0,1
Vey,BWC-70,6.92,320,176,24,17,130,45,66,14,0.08,0.9,0.0,30,2.0,1
ENVIROPlus,BWC-71,6.5,698,384,82,23,300,210,72,23,0.211,0.8,0.4,41,2.0,1
Noble,BWC-72,6.50,336,185,36,10,130,65,48,19,0.07,3.3,2.4,34,2.0,1
AlkalineWater,BWC-73,6.20,328,180,32,15,140,65,52,18,0.06,0.2,0.4,30,0.2,0
Life Easy,BWC-74,5.84,253,139,32,5,100,110,24,15,0.211,0.3,0.0,25.989,0.3,1
Islah,BWC-75,6.75,499,274,40,19,180,140,60,39,0.211,3.2,3.0,31,0.5,1
Shukran,BWC-76,7.04,336,185,40,5,120,60,55,20,0.211,8.8,0.4,31,0.4,1
New Buxton,BWC-77,6.68,286,157,32,12,130,50,50,8,0.211,0.2,0.3,29,0.2,1
OSLO,BWC-78,6.96,514,283,40,12,150,140,60,48,0.211,5.5,0.4,41,0.2,1
Kohistan,BWC-79,7.15,330,182,36,7,120,70,55,23,0.211,1.3,0.0,26,0.6,1
Aab-ePurfam,BWC-80,6.5,356,196,40,15,160,70,55,8,0.211,0.3,0.0,41,0.4,1
NENO,BWC-81,6.5,578,318,20,24,150,90,130,76,0.04,0.8,0.0,30,3.05,0
Crystal Blue,BWC-82,6.5,254,140,20,12,100,50,55,12,0.211,0.8,0.0,10,2.0,1
Pristine One,BWC-83,6.5,305,168,32,12,130,50,48,14,0.211,0.3,0.0,40,0.2,1
Himalaya�sSpring,BWC-84,6.75,346,190,44,10,150,100,65,15,0.211,0.2,0.0,7,0.3,1
Urban Sip,BWC-85,6.85,193,106,24,5,80,50,13,8,0.18,0.5,0.0,32,0.3,1
ECO,BWC-86,7.44,450,248,32,17,150,120,48,44,0.211,1.1,0.3,55,0.4,1
ICE Well,BWC-87,6.65,230,127,32,5,100,60,55,2,0.11,0.4,0.0,31,0.6,1
Bake Master,BWC-88,6.92,376,207,40,12,150,90,65,8,0.14,0.8,0.0,37,0.7,1
Masafi Pure,BWC-89,6.82,436,240,68,12.378,170,75,110,14,0.15,0.2,0.0,33,0.5,1
Aqua Natural,BWC-90,7.20,374,206,40,12,150,210,12,15,0.00,4.0,0.0,30,0.6,1
Isberg,BWC-91,7.25,375,206,40,12.378,100,90,65,37,0.211,1.2,0.0,29,0.5,1
DazzlingWater,BWC-92,6.55,528,290,72,5,200,110,110,32,0.18,0.4,1.7,31,0.4,1
Prime Water,BWC-93,6.5,324,178,40,12,150,50,72,15,0.211,0.2,0.0,30,0.3,1
K&S AquaSea,BWC-94,6.86,308,169,36,7,120,80,72,19,0.211,0.0,0.0,33,0.5,1
Vital,BWC-95,7.15,556,306,40,17,170,170,24,48,0.211,3.1,0.1,175,2,1
HimalayaCool,BWC-96,6.85,240,132,12,12,80,50,36,23,0.211,1.6,0.0,40,2,1
Star,BWC-97,6.65,187,103,4,1,15,90,28,30,0.08,1.3,0.0,30,0.9,1
Oriel,BWC-98,7.12,385,212,40,24,200,120,65,20,0.09,2.2,0.1,38,0.8,1
Gourmet,BWC-99,7.15,408,224,40,12,150,80,96,27,0.10,0.7,0.4,25,2.0,1
Ehsaas,BWC-100,7.20,458,252,40,12,150,120,26,41,0.211,3.2,0.6,40,0.9,1
AquaPlatinumCrystalWater,BWC-101,7.35,360,198,12,5,50,130,48,37,0.10,3.5,0.9,26,0.8,1
Pine�o,BWC-102,7.30,422,232,40,50,150,65,72,27,0.211,1.9,0.9,15,0.5,1
Aab-e-Ros,BWC-103,6.98,290,160,28,7,100,50,48,21,0.211,0.5,0.0,23,1,1
Pure Next,BWC-104,7.35,468,257,32,5,100,50,82,43,0.211,0.7,0.0,35,0.8,1
J.SmartWater,BWC-105,7.45,330,182,36,2,100,110,28,25,0.211,5.0,0.2,26,0.7,1
Blue Life,BWC-106,6.85,580,319,12,12,80,70,120,92,0.20,1.2,4.6,30,3.05,0
A.R.M.D,BWC-107,6.60,502,276,12,12,80,80,110,76,0.11,5.2,0.0,25,3.05,0
H2O WaterRight,BWC-108,6.95,409,225,32,5,100,80,45,48,0.20,2.4,6.3,34,2.0,1
Yes,BWC-109,6.80,310,171,24,7,90,40,55,31,0.12,0.7,1.7,29,2.0,1
Al-Umer,BWC-110,6.55,296,163,40,5,120,120,10,17,0.12,1.5,0.1,16,3.05,0
Drops,BWC-111,6.85,307,169,20,2,60,55,40,44,0.10,2.3,3.5,27,2.0,1
Culligan,BWC-112,6.65,309,170,40,5,120,70,48,11,0.09,9.9,0.0,17,2.0,1
VIVAJHEEL,BWC-113,6.85,279,153,16,7,70,50,42,30,0.09,3.7,1.0,27,2.0,1
Hill Drop,BWC-114,6.70,204,112,20,12.378,50,50,25,23,0.211,2.5,0.7,24,2.0,1
NEO,BWC-115,6.5,254,140,16,12,90,30,60,17,0.211,0.5,0.1,17,2.0,1
Blue Plus,BWC-116,6.05,545,300,36,5,110,150,55,80,0.16,5.4,7.0,28,3.05,0
ALPHA,BWC-117,6.72,354,190,24,2,70,80,45,48,0.211,1.7,1.0,26,2.0,1
Aqua King,BWC-118,6.55,403,222,12,5,50,60,72,66,0.08,2.7,0.8,35,2.0,1
Aqua Star,BWC-119,6.5,306,168,36,2,100,50,64,27,0.211,1.7,0.3,19,2.0,1
Water Plus,BWC-120,6.52,214,118,28,2,80,30,45,15,0.211,0.4,0.2,18,2.0,1
Hibba,BWC-121,6.55,348,191,16,7,70,40,72,44,0.211,9.8,2.0,27,2.0,1
Douro,BWC-122,7.05,416,229,36,2,100,110,36,48,0.211,2.2,5.5,28,2.0,1
Aqua Best,BWC-123,6.80,298,146,12,5,50,30,60,43,0.09,2.8,0.7,28,2.0,1
VOSS PURO,BWC-124,7.05,285,157,16,1,45,50,36,44,0.2,2.4,3.8,29,2.0,1
Plus Zindagi,BWC-125,6.5,325,179,40,10,140,20,96,14,0.211,0.7,0.947,29,2.0,1
Orish,BWC-126,6.75,394,217,16,12,90,40,80,48,0.211,0.9,1.8,30,2.0,1
H2O EVO,BWC-127,7.12,373,205,12,4,45,60,48,60,0.12,2.4,6.2,28,3.05,0
ONE,BWC-128,6.60,410,226,20,13.16,50,80,75,76,0.16,3.6,0.2,23,3.05,0
Sunlay,BWC-129,7.02,380,209,24,2,60,60,72,66,0.16,2.7,0.5,28,3.05,0
Aqua ONE,BWC-130,7.10,306,177,34,10,125,30,62.4,12,0.08,1.186,0.947,41,2.0,1
CristaleneWater,BWC-131,6.70,283,155,42,2,115,20,79,8,0.13,0.1,0.947,11,2.0,1
Jami Water,BWC-132,6.80,423,246,20,13,105,100,45.6,47,0.211,0.2,0.101,59,0.87,1
Rahat Water,BWC-133,6.80,274,150,24,7,90,50,48,20,0.25,0.1,0.947,21,0.87,1
Klinz,BWC-134,6.80,451,256,44,12,160,50,86.4,28,0.06,1.186,0.149,55,0.95,1
GlacialWater,BWC-135,6.70,274,157,34,4,100,30,62.4,17,0.61,1.186,0.310,21,2.0,1
Doce Water,BWC-136,6.60,316,176,36,10,130,30,67.2,9,0.5,1.186,0.947,36,2.0,1
TrustDrinkingWater,BWC-137,6.70,292,163,20,5,70,60,38.4,30,0.211,0.1,1.238,28,2.0,1
Aqua HealthLife,BWC-138,6.80,278,177,34,10,125,30,62.4,12,0.08,1.186,0.947,41,2.0,1
Sufi Water,BWC-139,7.20,343,190,42,9,140,40,67,13,0.17,1.186,0.947,35,2,1
RefreshStrong Life,BWC-140,7.30,378,210,28,12,120,60,53,32,0.211,0.2,1.126,44,0.8,1
Aasani Sip,BWC-141,7.00,327,184,52,4,145,30,62.4,10,0.211,1.186,0.947,38,0.8,1
PunjabWater,BWC-142,7.00,211,124,20,5,70,10,57.6,15,0.1,1.186,0.947,21,0.8,1
Marine Blue,BWC-143,7.10,333,187,28,10,110,60,53,23,0.02,0.1,0.947,37,2,1
Drinkley,BWC-144,6.80,310,171,28,12,120,20,57.6,11,0.18,1.186,0.947,50,2.0,1
Pure FLO,BWC-145,7.10,254,139,32,5,100,20,67.2,10,0.211,1.186,0.947,13,2.0,1
AMFAHH,BWC-146,7.00,400,223,40,10,140,70,81,27,0.13,0.1,0.947,23,0.8,1
Needs PureLife,BWC-147,7.15,275,151,28,2,80,60,30,28,0.11,1.3,0.947,37,0.9,1
Fresh TaqwaWater,BWC-148,7.10,351,193,40,2,110,80,48,30,0.12,1.0,0.4,31,0.6,1
My SmartWater,BWC-149,7.60,278,153,40,5,120,90,20,7,0.09,4.2,0.1,27,0.5,1
NU Water,BWC-150,6.90,316,174,40,5,100,70,15,14,0.211,0.7,0.947,25,0.7,1
Nova Water,BWC-151,7.65,233,128,40,5,150,90,52.408,7,0.211,4.0,0.5,30,0.8,1
Aqua Save,BWC-152,6.52,345,190,48,5,140,40,62,7,0.18,0.6,4.8,39,0.7,1
Life Care,BWC-153,7.15,325,179,38,10,120,50,52,20,0.211,4.9,0.947,39,0.8,1
Dew Drop,BWC-154,7.30,321,177,32,2,90,60,40,33,0.1,1.0,0.2,48,0.8,1
EVO Aqua,BWC-155,6.85,310,171,28,5,90,65,41,28,0.2,1.0,0.947,40,0.7,1
Life DrinkingWater,BWC-156,7.02,342,188,32,2,90,50,68,43,0.211,0.4,0.947,34,0.8,1
NESS Pak,BWC-157,6.85,348,191,32,12,130,50,72,21,0.211,3.0,0.5,29,0.5,1
MountainSpring,BWC-158,6.68,303,167,40,7,130,90,16,12,0.12,1.0,2.5,31,1,1
Al Maa,BWC-159,6.52,335,184,40,17,150,40,45,12,0.18,0.4,0.7,68,0.9,1
Chiller,BWC-160,6.80,262,140,32,2,120,25,48,11,0.13,0.5,0.947,34,2.0,1
Indus,BWC-161,7.36,422,232,44,19,180,120,35,21,0.19,1.5,5.8,38,2.0,1
Himalaya,BWC-162,7.50,347,197,40,7,130,60,55,19,0.211,0.9,0.947,31,2.0,1
Vividle,BWC-163,7.32,321,177,40,5,120,60,48,19,0.08,0.8,0.947,30,2.0,1
Seven Spring,BWC-164,7.52,254,140,32,5,100,40,18,8,0.211,4.4,0.4,56,2.0,1
SUJO,BWC-165,7.28,320,176,40,7,130,50,60,20,0.09,1.0,0.947,32,2.0,1
Fresh ONE,BWC-166,6.50,361,200,32,24,180,80,81,5,0.08,0.8,0.947,25.989,2.0,1
TAIBA,BWC-167,7.82,544,299,40,34,240,290,44,14,0.24,2.1,4.5,28,2.0,1
Nestol,BWC-168,7.12,406,223,32,29,200,130,40,10,0.1,1.0,1.2,19,2.0,1
Safa Plus,BWC-169,7.00,412,227,28,19,150,130,57,29,0.04,0.4,1.6,13,2.0,1
Fresh Life,BWC-170,7.03,400,220,24,29,180,120,43,10,0.08,1.0,1.1,16,2.0,1
Calci Dew,BWD-01,6.75,338,186,36,12,140,100,26,13,0.211,0.5,1.2,28,2.0,1
Seven Stream,BWD-02,7.05,398,219,48,10,160,160,16,18,0.09,0.9,2.1,17,2.0,1
Maple Plus,BWD-03,7.06,400,220,40,19,180,160,16,15,0.23,0.8,2.2,15,2.0,1
Springley,BWD-04,7.25,527,290,48,27,230,150,100,19,0.11,1.2,4.0,18,2.0,1
Drink It,BWD-05,7.15,350,193,36,7,120,80,55,27,0.26,0.4,0.2,30,2.0,1
Ripple Water,BWD,6.985,6.68,442,243,36,27,200,70,90,9,1.186,0.4,0.6,21,1
Nestol,BWD-07,7.10,638,351,80,24,300,200,55,15,0.18,1.6,3.4,28,2.0,1
Venora,BWD-08,7.58,456,251,40,24,200,150,16,12,0.211,1.4,2.3,40,2.0,1
Elim,BWD-09,6.60,280,154,32,5,120,55,45,21,0.09,0.3,2.2,17,2.0,1
Safa Plus,BWD-10,6.93,430,237,40,12,130,110,85,34,0.20,0.2,1.4,14,2.0,1
SOLONEY,BWD-11,6.50,380,209,40,15,160,60,72,13,0.14,0.3,0.5,26,2.0,1
MARWAWater,BWD-12,6.85,376,207,40,12,150,80,48,20,0.17,0.2,0.4,30,2.0,1
WaterEmpire,BWD-13,7.15,326,179,40,7,130,100,28,19,0.16,0.5,1.3,22,2.0,1
Al-MENA,BWD-14,6.70,360,198,28,15,130,60,72,23,0.211,1.186,0.4,18,2.0,1
Deosai,BWD-15,7.10,538,296,36,22,180,140,80,40,0.17,0.9,5.3,25.989,0.2,1
Aqua Green,BWD-16,7.15,324,178,20,10,90,80,40,32,0.28,0.2,1.0,8,0.2,1
Hydro Plus,BWD-17,7.05,428,235,40,17,170,90,80,20,0.24,0.2,1.2,7,0.2,1
HyderMineral,BWD-18,6.70,458,252,40,24,200,110,72,19,0.24,0.9,3.2,11,0.2,1
ElovinaWater,BWD-19,6.85,360,198,20,19,130,100,40,26,0.20,0.5,1.1,20,0.5,1
EDGE,BWD-20,7.25,340,187,40,10,140,90,40,15,0.21,1.2,1.2,19,0.3,1
OPAL+,BWD-21,7.02,336,185,40,10,140,90,16,15,0.28,1.0,1.8,25.989,0.2,1
TWS,BWD-22,7.15,410,226,16,29,160,70,72,22,0.24,0.7,2.1,28,0.5,1
Gourmet,BWD-23,6.82,426,234,36,15,150,130,60,30,0.211,1.186,0.947,25.989,0.2,1
Fresh Life,BWD-24,7.20,406,223,40,17,170,160,16,15,0.211,1.4,2.0,18,0.2,1
Hydra,BWD-25,7.20,375,206,20,24,150,140,16,18,0.211,0.8,1.8,21,0.3,1
Sunley Pure,BWD-26,7.06,368,202,40,12,150,90,50,18,0.211,0.6,1.7,17,0.4,1
Aqua Stream,BWD-27,6.65,465,256,48,15,180,160,20,22,0.211,1.0,4.0,28,2.0,1
Pak Nest,BWD-28,7.55,470,259,40,17,170,130,55,35,0.211,1.186,0.947,6,1,1
Pure Next,BWD-29,7.25,306,168,28,12,120,70,40,17,0.211,1.186,0.947,26,1.3,1
OSLO,BWD-30,7.33,313,172,8,12,70,80,10,38,0.211,2.9,0.9,29,2.0,1
Al-Zaid,BWD-31,6.70,496,273,40,7,180,70,48,28,0.211,1.6,1.7,20,0.3,1
Noble,BWD-32,6.68,380,209,40,12,150,110,48,20,0.211,3.6,0.947,17,0.4,1
Vey,BWD-33,6.65,380,209,36,15,150,110,20,20,0.211,1.1,0.947,17,1,1
Pearl,BWD-34,7.05,322,177,32,5,100,80,48,31,0.211,1.8,0.947,18,1,1
Viva,BWD-35,6.50,549,302,40,19,180,130,48,44,0.211,1.2,2.4,24,0.5,1
Pure,BWD-36,6.52,737,405,40,15,160,230,80,90,0.16,11,1.36,28,3.05,0
Dasani,BWD-37,6.80,358,197,40,12,150,90,12,13,0.211,0.2,0.947,30,3,1
NENO,BWD-38,6.52,417,229,40,12,150,140,55,31,0.211,0.4,0.947,25.989,5.4,1
MAA JEE,BWD-39,6.65,384,211,36,15,150,100,55,19,0.7,3.0,3.1,10,2.5,1
AD Aqua,BWD-40,6.55,441,243,44,15,170,110,60,20,0.7,2.0,0.947,23,2,1
Blue Life H2O,BWD-41,6.40,455,250,40,17,170,130,55,26,0.12,1.1,0.2,16,3.5,1
Pure National,BWD-42,6.50,383,209,8,7,50,40,55,48,0.10,7.4,4.4,26,2,1
ALKALINEWater,BWD-43,7.10,255,140,20,7,80,80,30,23,0.09,0.8,1.36,10,1,0
More Plus,BWD-44,7.10,255,140,30,4,90,60,36,19,0.21,1.4,0.2,18,1,1
Islah,BWD-45,6.55,483,264,60,12,200,150,60,17,0.18,2.7,0.4,25.989,2.0,1
Aquafina,BWD-46,6.60,278,153,36,2,100,90,26,20,0.13,1.3,0.947,20,2.0,1
Nestle,BWD-47,7.20,520,286,60,19,230,150,80,15,0.14,1.186,0.947,25.989,2.0,1
M.S PremiumDrinkingWater,BWD-48,6.50,370,204,30,9,110,100,50,34,0.211,1.2,0.947,16,2.0,1
Hunza,BWD-49,7.22,829,456,60,17,220,280,80,90,0.08,1.9,8.0,32.14,3.05,0
Aqua Best,BWD-50,6.88,434,239,50,11,170,140,55,22,0.211,2.8,1.5,25.989,2.0,1
Hidrade,BWD-51,7.28,827,455,50,26,230,270,40,84,0.16,1.7,6.1,30,3.05,0
Water Plus,BWD-52,6.71,314,173,12,12,80,110,18,36,0.04,0.3,1.4,19,0.2,1
Culligan,BWD-53,6.70,358,197,40,12,150,100,60,9,0.2,8.5,0.947,25.989,2.0,1
Yes,BWD-54,6.60,342,188,32,5,100,120,20,32,0.11,0.2,0.947,19,0.2,1
NEO,BWD-55,6.57,314,173,8,7,50,70,50,48,0.24,0.3,2.4,6,0.3,1
Blue Plus,BWD-56,6.50,588,323,32,15,140,140,70,68,0.16,3.7,6.9,29,0.2,0
Al-Umer,BWD-57,6.06,428,235,40,12,150,130,60,27,0.7,1.9,1.36,32.14,0.3,0
Sunlay,BWD-58,6.66,521,287,24,15,120,160,50,64,0.12,2.1,0.2,29,0.2,0
Aqua Star,BWD-59,6.50,364,200,40,10,140,100,60,22,0.16,1.0,0.2,25.989,0.2,1
Aqua King,BWD-60,6.65,519,285,20,17,120,160,50,62,0.12,2.0,0.1,28,0.3,0
Spring FreshLife,BWD-61,6.69,430,237,12,12,80,110,60,62,0.11,0.9,1.36,20,0.2,0
Water Right,BWD-62,7.28,448,246,28,19,150,120,48,33,0.07,0.9,2.8,24,0.2,1
UF Pure Edge,BWD-63,7.04,380,209,4,12,60,100,55,60,0.12,1.3,0.15,14,0.2,0
Douro,BWD-64,6.78,518,285,24,15,120,150,40,64,0.16,2.4,8.5,21,0.2,0
Orish,BWD-65,6.87,493,241,20,12,100,100,60,50,0.17,0.4,1.1,31,0.2,1
Dropice,BWD-66,6.58,704,387,60,15,210,200,80,63,0.18,1.6,1.36,36,0.2,0
Dewan WaterExpress,BWD-67,7.34,442,243,32,15,140,130,48,30,0.09,1.186,0.947,20,0.3,1
PuricanaMineralWater,BWD-68,7.24,430,237,12,2,40,120,50,82,0.16,0.9,1.36,24,3.05,0
Farmer PureDrinkingwater,BWD-69,6.55,278,153,8,12,70,70,36,32,0.211,0.8,2.7,6,2.0,1
Drops,BWD-70,6.56,1143,629,20,19,130,140,187,165,0.16,2.4,9,44,3.05,0
Fresh Natural,BWD-71,6.54,248,136,23,5,80,70,20,17,0.211,1.2,0.4,19,2.0,1
PureDrinkingWater,BWD-72,7.43,300,165,24,17,130,90,40,11,0.211,1.5,0.947,19,2.0,1
BROOK,BWD-73,6.91,270,149,24,7,90,80,30,23,0.16,2.71,1.36,16,0.2,0
Secure Life,BWD-74,7.48,407,224,32,17,150,120,40,22,0.211,3.1,0.2,20,0.3,1
Oxford PureWater,BWD-75,7.04,590,325,20,29,170,180,60,50,0.08,1.0,0.5,35,0.5,1
Hi-Fresh,BWD-76,7.83,315,173,32,10,120,90,24,17,0.06,1.186,0.947,35,0.4,1
MurreeSparkletts,BWD-77,7.79,408,224,40,17,170,140,30,17,0.07,0.8,2.1,17,0.2,1
Oriel,BWD-78,7.37,260,143,32,7,110,60,24,12,0.05,0.3,2.1,31,0.2,1
Vital,BWD-79,7.06,590,325,52,29,250,230,18,21,0.19,0.3,0.947,40,0.6,1
HimalayaCool,BWD-80,7.32,320,176,12,17,100,80,30,28,0.18,1.8,0.947,36,0.4,1
Aqua SWAG,BWD-81,7.12,280,154,28,15,130,70,40,9,0.08,1.186,0.947,20,2.0,1
The Mum,BWD-82,7.01,503,277,40,27,220,100,82,15,0.07,4.3,2.2,28,2.0,1
SERAC,BWD-83,6.96,231,127,33.41,10,40,70,20,34,0.06,0.6,0.947,17,0.2,1
Nation,BWD-84,7.70,410,226,32,5,100,130,40,48,0.05,0.4,0.947,19,4.5,1
McWayWater,BWD-85,7.10,423,233,40,12,150,100,60,27,0.12,2.71,0.4,24,0.3,0
Pak Aqua,BWD-86,7.15,200,110,20,7,80,60,20,9,0.13,0.3,0.9,7,0.4,1
THANDANI,BWD-87,6.89,331,182,32,10,120,60,55,16,0.11,0.4,0.3,19,0.6,1
Pure Nature,BWD-88,7.45,380,209,28,15,130,90,55,28,0.09,2.71,1.36,27,24,0
CHENAB,BWD-89,6.55,504,277,40,24,200,120,96,23,0.08,0.5,2.0,30,0.5,1
